Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011484 | lrm: 1.00 | dt: 9030ms | tok/sec: 29,028 | mfu: 0.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.173816 | lrm: 1.00 | dt: 471ms | tok/sec: 556,592 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.950383 | lrm: 1.00 | dt: 475ms | tok/sec: 551,828 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.766340 | lrm: 1.00 | dt: 472ms | tok/sec: 555,825 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.380421 | lrm: 1.00 | dt: 471ms | tok/sec: 556,083 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.044750 | lrm: 1.00 | dt: 473ms | tok/sec: 553,917 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.762129 | lrm: 1.00 | dt: 475ms | tok/sec: 552,426 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.521351 | lrm: 1.00 | dt: 474ms | tok/sec: 553,572 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.305838 | lrm: 1.00 | dt: 476ms | tok/sec: 550,865 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.113843 | lrm: 1.00 | dt: 475ms | tok/sec: 552,107 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.948126 | lrm: 1.00 | dt: 476ms | tok/sec: 551,195 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.797529 | lrm: 1.00 | dt: 476ms | tok/sec: 550,780 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00012 (0.2%) | loss: 6.657292 | lrm: 1.00 | dt: 476ms | tok/sec: 550,941 | mfu: 13.3% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 6.541555 | lrm: 1.00 | dt: 476ms | tok/sec: 550,940 | mfu: 13.3% | epoch: 1 | remaining: 299s    
step 00157 (23.4%) | loss: 3.724424 | lrm: 1.00 | dt: 482ms | tok/sec: 543,591 | mfu: 13.1% | epoch: 1 | remaining: 229s    
step 00158 (23.5%) | loss: 3.717516 | lrm: 1.00 | dt: 481ms | tok/sec: 544,902 | mfu: 13.2% | epoch: 1 | remaining: 229s    
step 00159 (23.7%) | loss: 3.715182 | lrm: 1.00 | dt: 481ms | tok/sec: 544,681 | mfu: 13.2% | epoch: 1 | remaining: 228s    
step 00160 (23.8%) | loss: 3.707939 | lrm: 1.00 | dt: 481ms | tok/sec: 545,091 | mfu: 13.2% | epoch: 1 | remaining: 228s    
step 00161 (24.0%) | loss: 3.701341 | lrm: 1.00 | dt: 484ms | tok/sec: 541,701 | mfu: 13.1% | epoch: 1 | remaining: 228s    
step 00162 (24.2%) | loss: 3.697348 | lrm: 1.00 | dt: 483ms | tok/sec: 543,101 | mfu: 13.1% | epoch: 1 | remaining: 227s    
step 00163 (24.3%) | loss: 3.684564 | lrm: 1.00 | dt: 483ms | tok/sec: 542,207 | mfu: 13.1% | epoch: 1 | remaining: 227s    
step 00164 (24.5%) | loss: 3.683207 | lrm: 1.00 | dt: 483ms | tok/sec: 543,290 | mfu: 13.1% | epoch: 1 | remaining: 226s    
step 00165 (24.6%) | loss: 3.672996 | lrm: 1.00 | dt: 480ms | tok/sec: 546,201 | mfu: 13.2% | epoch: 1 | remaining: 226s    
step 00166 (24.8%) | loss: 3.667853 | lrm: 1.00 | dt: 482ms | tok/sec: 544,362 | mfu: 13.2% | epoch: 1 | remaining: 225s    
step 00167 (25.0%) | loss: 3.660300 | lrm: 1.00 | dt: 482ms | tok/sec: 543,344 | mfu: 13.1% | epoch: 1 | remaining: 225s    
step 00168 (25.1%) | loss: 3.655292 | lrm: 1.00 | dt: 483ms | tok/sec: 542,946 | mfu: 13.1% | epoch: 1 | remaining: 224s    
step 00169 (25.3%) | loss: 3.650219 | lrm: 1.00 | dt: 483ms | tok/sec: 542,659 | mfu: 13.1% | epoch: 1 | remaining: 224s    
step 00170 (25.4%) | loss: 3.643017 | lrm: 1.00 | dt: 481ms | tok/sec: 545,447 | mfu: 13.2% | epoch: 1 | remaining: 223s    
step 00171 (25.6%) | loss: 3.645163 | lrm: 1.00 | dt: 481ms | tok/sec: 544,822 | mfu: 13.2% | epoch: 1 | remaining: 223s    
step 00172 (25.8%) | loss: 3.640086 | lrm: 1.00 | dt: 479ms | tok/sec: 547,321 | mfu: 13.2% | epoch: 1 | remaining: 222s    
step 00173 (25.9%) | loss: 3.644733 | lrm: 1.00 | dt: 484ms | tok/sec: 541,471 | mfu: 13.1% | epoch: 1 | remaining: 222s    
step 00174 (26.1%) | loss: 3.637282 | lrm: 1.00 | dt: 482ms | tok/sec: 544,032 | mfu: 13.1% | epoch: 1 | remaining: 221s    
step 00175 (26.2%) | loss: 3.637714 | lrm: 1.00 | dt: 483ms | tok/sec: 542,186 | mfu: 13.1% | epoch: 1 | remaining: 221s    
step 00176 (26.4%) | loss: 3.634670 | lrm: 1.00 | dt: 480ms | tok/sec: 545,743 | mfu: 13.2% | epoch: 1 | remaining: 220s    
step 00177 (26.6%) | loss: 3.629555 | lrm: 1.00 | dt: 480ms | tok/sec: 546,390 | mfu: 13.2% | epoch: 1 | remaining: 220s    
step 00178 (26.7%) | loss: 3.630872 | lrm: 1.00 | dt: 484ms | tok/sec: 541,920 | mfu: 13.1% | epoch: 1 | remaining: 219s    
step 00179 (26.9%) | loss: 3.625025 | lrm: 1.00 | dt: 482ms | tok/sec: 543,562 | mfu: 13.1% | epoch: 1 | remaining: 219s    
step 00180 (27.0%) | loss: 3.619965 | lrm: 1.00 | dt: 482ms | tok/sec: 543,745 | mfu: 13.1% | epoch: 1 | remaining: 218s    
step 00181 (27.2%) | loss: 3.617113 | lrm: 1.00 | dt: 481ms | tok/sec: 544,487 | mfu: 13.2% | epoch: 1 | remaining: 218s    
step 00182 (27.4%) | loss: 3.608870 | lrm: 1.00 | dt: 481ms | tok/sec: 545,092 | mfu: 13.2% | epoch: 1 | remaining: 217s    
step 00183 (27.5%) | loss: 3.603037 | lrm: 1.00 | dt: 483ms | tok/sec: 543,238 | mfu: 13.1% | epoch: 1 | remaining: 217s    
step 00184 (27.7%) | loss: 3.594707 | lrm: 1.00 | dt: 485ms | tok/sec: 540,129 | mfu: 13.1% | epoch: 1 | remaining: 216s    
step 00185 (27.9%) | loss: 3.594241 | lrm: 1.00 | dt: 481ms | tok/sec: 545,438 | mfu: 13.2% | epoch: 1 | remaining: 216s    
step 00186 (28.0%) | loss: 3.594620 | lrm: 1.00 | dt: 482ms | tok/sec: 544,375 | mfu: 13.2% | epoch: 1 | remaining: 215s    
step 00187 (28.2%) | loss: 3.596973 | lrm: 1.00 | dt: 481ms | tok/sec: 544,471 | mfu: 13.2% | epoch: 1 | remaining: 215s    
step 00188 (28.3%) | loss: 3.590887 | lrm: 1.00 | dt: 485ms | tok/sec: 540,676 | mfu: 13.1% | epoch: 1 | remaining: 215s    
step 00189 (28.5%) | loss: 3.586388 | lrm: 1.00 | dt: 480ms | tok/sec: 545,572 | mfu: 13.2% | epoch: 1 | remaining: 214s    
step 00190 (28.7%) | loss: 3.587410 | lrm: 1.00 | dt: 480ms | tok/sec: 545,880 | mfu: 13.2% | epoch: 1 | remaining: 214s    
step 00191 (28.8%) | loss: 3.584946 | lrm: 1.00 | dt: 482ms | tok/sec: 544,186 | mfu: 13.1% | epoch: 1 | remaining: 213s    
step 00192 (29.0%) | loss: 3.585095 | lrm: 1.00 | dt: 483ms | tok/sec: 542,398 | mfu: 13.1% | epoch: 1 | remaining: 213s    
step 00193 (29.1%) | loss: 3.584030 | lrm: 1.00 | dt: 481ms | tok/sec: 545,423 | mfu: 13.2% | epoch: 1 | remaining: 212s    
step 00194 (29.3%) | loss: 3.579188 | lrm: 1.00 | dt: 481ms | tok/sec: 544,988 | mfu: 13.2% | epoch: 1 | remaining: 212s    
step 00195 (29.5%) | loss: 3.577361 | lrm: 1.00 | dt: 482ms | tok/sec: 544,343 | mfu: 13.2% | epoch: 1 | remaining: 211s    
step 00196 (29.6%) | loss: 3.570917 | lrm: 1.00 | dt: 483ms | tok/sec: 542,416 | mfu: 13.1% | epoch: 1 | remaining: 211s    
step 00197 (29.8%) | loss: 3.570546 | lrm: 1.00 | dt: 482ms | tok/sec: 543,947 | mfu: 13.1% | epoch: 1 | remaining: 210s    
step 00198 (29.9%) | loss: 3.562767 | lrm: 1.00 | dt: 480ms | tok/sec: 545,631 | mfu: 13.2% | epoch: 1 | remaining: 210s    
step 00199 (30.1%) | loss: 3.561643 | lrm: 1.00 | dt: 481ms | tok/sec: 545,356 | mfu: 13.2% | epoch: 1 | remaining: 209s    
step 00200 (30.3%) | loss: 3.557825 | lrm: 1.00 | dt: 483ms | tok/sec: 542,903 | mfu: 13.1% | epoch: 1 | remaining: 209s    
step 00201 (30.4%) | loss: 3.556778 | lrm: 1.00 | dt: 481ms | tok/sec: 544,468 | mfu: 13.2% | epoch: 1 | remaining: 208s    
step 00202 (30.6%) | loss: 3.550512 | lrm: 1.00 | dt: 483ms | tok/sec: 543,176 | mfu: 13.1% | epoch: 1 | remaining: 208s    
step 00203 (30.7%) | loss: 3.547834 | lrm: 1.00 | dt: 480ms | tok/sec: 546,335 | mfu: 13.2% | epoch: 1 | remaining: 207s    
step 00204 (30.9%) | loss: 3.542070 | lrm: 1.00 | dt: 482ms | tok/sec: 543,478 | mfu: 13.1% | epoch: 1 | remaining: 207s    
step 00205 (31.1%) | loss: 3.538420 | lrm: 1.00 | dt: 482ms | tok/sec: 543,550 | mfu: 13.1% | epoch: 1 | remaining: 206s    
step 00206 (31.2%) | loss: 3.532894 | lrm: 1.00 | dt: 486ms | tok/sec: 539,674 | mfu: 13.0% | epoch: 1 | remaining: 206s    
step 00207 (31.4%) | loss: 3.522862 | lrm: 1.00 | dt: 482ms | tok/sec: 543,334 | mfu: 13.1% | epoch: 1 | remaining: 205s    
step 00208 (31.5%) | loss: 3.508561 | lrm: 1.00 | dt: 483ms | tok/sec: 543,173 | mfu: 13.1% | epoch: 1 | remaining: 205s    
step 00209 (31.7%) | loss: 3.501409 | lrm: 1.00 | dt: 484ms | tok/sec: 541,256 | mfu: 13.1% | epoch: 1 | remaining: 204s    
step 00210 (31.9%) | loss: 3.496999 | lrm: 1.00 | dt: 482ms | tok/sec: 544,122 | mfu: 13.1% | epoch: 1 | remaining: 204s    
step 00211 (32.0%) | loss: 3.491499 | lrm: 1.00 | dt: 480ms | tok/sec: 546,417 | mfu: 13.2% | epoch: 1 | remaining: 203s    
step 00212 (32.2%) | loss: 3.491639 | lrm: 1.00 | dt: 482ms | tok/sec: 544,239 | mfu: 13.1% | epoch: 1 | remaining: 203s    
step 00213 (32.4%) | loss: 3.495822 | lrm: 1.00 | dt: 482ms | tok/sec: 543,905 | mfu: 13.1% | epoch: 1 | remaining: 202s    
step 00214 (32.5%) | loss: 3.492690 | lrm: 1.00 | dt: 484ms | tok/sec: 541,169 | mfu: 13.1% | epoch: 1 | remaining: 202s    
step 00215 (32.7%) | loss: 3.489688 | lrm: 1.00 | dt: 485ms | tok/sec: 541,060 | mfu: 13.1% | epoch: 1 | remaining: 201s    
step 00216 (32.8%) | loss: 3.488120 | lrm: 1.00 | dt: 483ms | tok/sec: 542,615 | mfu: 13.1% | epoch: 1 | remaining: 201s    
step 00217 (33.0%) | loss: 3.487114 | lrm: 1.00 | dt: 482ms | tok/sec: 543,488 | mfu: 13.1% | epoch: 1 | remaining: 201s    
step 00218 (33.2%) | loss: 3.483550 | lrm: 1.00 | dt: 483ms | tok/sec: 542,960 | mfu: 13.1% | epoch: 1 | remaining: 200s    
step 00219 (33.3%) | loss: 3.478267 | lrm: 1.00 | dt: 481ms | tok/sec: 545,082 | mfu: 13.2% | epoch: 1 | remaining: 200s    
step 00220 (33.5%) | loss: 3.477249 | lrm: 1.00 | dt: 481ms | tok/sec: 544,789 | mfu: 13.2% | epoch: 1 | remaining: 199s    
step 00221 (33.6%) | loss: 3.478855 | lrm: 1.00 | dt: 482ms | tok/sec: 543,388 | mfu: 13.1% | epoch: 1 | remaining: 199s    
step 00222 (33.8%) | loss: 3.476345 | lrm: 1.00 | dt: 481ms | tok/sec: 544,547 | mfu: 13.2% | epoch: 1 | remaining: 198s    
step 00223 (34.0%) | loss: 3.478407 | lrm: 1.00 | dt: 483ms | tok/sec: 542,709 | mfu: 13.1% | epoch: 1 | remaining: 198s    
step 00224 (34.1%) | loss: 3.480661 | lrm: 1.00 | dt: 481ms | tok/sec: 545,488 | mfu: 13.2% | epoch: 1 | remaining: 197s    
step 00225 (34.3%) | loss: 3.475060 | lrm: 1.00 | dt: 481ms | tok/sec: 545,073 | mfu: 13.2% | epoch: 1 | remaining: 197s    
step 00226 (34.4%) | loss: 3.480670 | lrm: 1.00 | dt: 480ms | tok/sec: 545,936 | mfu: 13.2% | epoch: 1 | remaining: 196s    
step 00227 (34.6%) | loss: 3.481115 | lrm: 1.00 | dt: 485ms | tok/sec: 540,508 | mfu: 13.1% | epoch: 1 | remaining: 196s    
step 00228 (34.8%) | loss: 3.480258 | lrm: 1.00 | dt: 481ms | tok/sec: 545,231 | mfu: 13.2% | epoch: 1 | remaining: 195s    
step 00229 (34.9%) | loss: 3.474834 | lrm: 1.00 | dt: 483ms | tok/sec: 542,409 | mfu: 13.1% | epoch: 1 | remaining: 195s    
step 00230 (35.1%) | loss: 3.475428 | lrm: 1.00 | dt: 481ms | tok/sec: 545,220 | mfu: 13.2% | epoch: 1 | remaining: 194s    
step 00231 (35.2%) | loss: 3.477949 | lrm: 1.00 | dt: 481ms | tok/sec: 544,925 | mfu: 13.2% | epoch: 1 | remaining: 194s    
step 00232 (35.4%) | loss: 3.482340 | lrm: 1.00 | dt: 481ms | tok/sec: 545,000 | mfu: 13.2% | epoch: 1 | remaining: 193s    
step 00233 (35.6%) | loss: 3.475045 | lrm: 1.00 | dt: 484ms | tok/sec: 541,497 | mfu: 13.1% | epoch: 1 | remaining: 193s    
step 00234 (35.7%) | loss: 3.474131 | lrm: 1.00 | dt: 481ms | tok/sec: 544,919 | mfu: 13.2% | epoch: 1 | remaining: 192s    
step 00235 (35.9%) | loss: 3.478321 | lrm: 1.00 | dt: 485ms | tok/sec: 540,906 | mfu: 13.1% | epoch: 1 | remaining: 192s    
step 00236 (36.0%) | loss: 3.477059 | lrm: 1.00 | dt: 480ms | tok/sec: 545,815 | mfu: 13.2% | epoch: 1 | remaining: 191s    
step 00237 (36.2%) | loss: 3.475267 | lrm: 1.00 | dt: 481ms | tok/sec: 544,603 | mfu: 13.2% | epoch: 1 | remaining: 191s    
step 00238 (36.4%) | loss: 3.473246 | lrm: 1.00 | dt: 479ms | tok/sec: 546,809 | mfu: 13.2% | epoch: 1 | remaining: 190s    
step 00239 (36.5%) | loss: 3.472837 | lrm: 1.00 | dt: 484ms | tok/sec: 541,297 | mfu: 13.1% | epoch: 1 | remaining: 190s    
step 00240 (36.7%) | loss: 3.474736 | lrm: 1.00 | dt: 481ms | tok/sec: 544,953 | mfu: 13.2% | epoch: 1 | remaining: 189s    
step 00241 (36.9%) | loss: 3.475274 | lrm: 1.00 | dt: 483ms | tok/sec: 542,324 | mfu: 13.1% | epoch: 1 | remaining: 189s    
step 00242 (37.0%) | loss: 3.476677 | lrm: 1.00 | dt: 481ms | tok/sec: 544,500 | mfu: 13.2% | epoch: 1 | remaining: 188s    
step 00243 (37.2%) | loss: 3.471797 | lrm: 1.00 | dt: 480ms | tok/sec: 546,123 | mfu: 13.2% | epoch: 1 | remaining: 188s    
step 00244 (37.3%) | loss: 3.455710 | lrm: 1.00 | dt: 482ms | tok/sec: 543,416 | mfu: 13.1% | epoch: 1 | remaining: 188s    
step 00245 (37.5%) | loss: 3.451210 | lrm: 1.00 | dt: 483ms | tok/sec: 542,630 | mfu: 13.1% | epoch: 1 | remaining: 187s    
step 00246 (37.7%) | loss: 3.449964 | lrm: 1.00 | dt: 483ms | tok/sec: 542,348 | mfu: 13.1% | epoch: 1 | remaining: 187s    
step 00247 (37.8%) | loss: 3.451465 | lrm: 1.00 | dt: 483ms | tok/sec: 542,679 | mfu: 13.1% | epoch: 1 | remaining: 186s    
step 00248 (38.0%) | loss: 3.452009 | lrm: 1.00 | dt: 482ms | tok/sec: 544,281 | mfu: 13.2% | epoch: 1 | remaining: 186s    
step 00249 (38.1%) | loss: 3.452980 | lrm: 1.00 | dt: 480ms | tok/sec: 545,871 | mfu: 13.2% | epoch: 1 | remaining: 185s    
step 00250 (38.3%) | loss: 3.449960 | lrm: 1.00 | dt: 480ms | tok/sec: 545,717 | mfu: 13.2% | epoch: 1 | remaining: 185s    
step 00251 (38.5%) | loss: 3.449359 | lrm: 1.00 | dt: 481ms | tok/sec: 544,917 | mfu: 13.2% | epoch: 1 | remaining: 184s    
step 00252 (38.6%) | loss: 3.444746 | lrm: 1.00 | dt: 484ms | tok/sec: 541,614 | mfu: 13.1% | epoch: 1 | remaining: 184s    
step 00253 (38.8%) | loss: 3.443063 | lrm: 1.00 | dt: 481ms | tok/sec: 545,006 | mfu: 13.2% | epoch: 1 | remaining: 183s    
step 00254 (38.9%) | loss: 3.437068 | lrm: 1.00 | dt: 482ms | tok/sec: 543,731 | mfu: 13.1% | epoch: 1 | remaining: 183s    
step 00255 (39.1%) | loss: 3.431973 | lrm: 1.00 | dt: 480ms | tok/sec: 546,159 | mfu: 13.2% | epoch: 1 | remaining: 182s    
step 00256 (39.3%) | loss: 3.424134 | lrm: 1.00 | dt: 485ms | tok/sec: 540,776 | mfu: 13.1% | epoch: 1 | remaining: 182s    
step 00257 (39.4%) | loss: 3.420824 | lrm: 1.00 | dt: 481ms | tok/sec: 544,771 | mfu: 13.2% | epoch: 1 | remaining: 181s    
step 00258 (39.6%) | loss: 3.422869 | lrm: 1.00 | dt: 482ms | tok/sec: 543,432 | mfu: 13.1% | epoch: 1 | remaining: 181s    
step 00259 (39.7%) | loss: 3.421738 | lrm: 1.00 | dt: 479ms | tok/sec: 546,804 | mfu: 13.2% | epoch: 1 | remaining: 180s    
step 00260 (39.9%) | loss: 3.422938 | lrm: 1.00 | dt: 482ms | tok/sec: 543,680 | mfu: 13.1% | epoch: 1 | remaining: 180s    
step 00261 (40.1%) | loss: 3.419923 | lrm: 1.00 | dt: 482ms | tok/sec: 544,329 | mfu: 13.2% | epoch: 1 | remaining: 179s    
step 00262 (40.2%) | loss: 3.418809 | lrm: 1.00 | dt: 483ms | tok/sec: 542,351 | mfu: 13.1% | epoch: 1 | remaining: 179s    
step 00263 (40.4%) | loss: 3.417816 | lrm: 1.00 | dt: 483ms | tok/sec: 543,113 | mfu: 13.1% | epoch: 1 | remaining: 178s    
step 00264 (40.5%) | loss: 3.418774 | lrm: 1.00 | dt: 481ms | tok/sec: 545,284 | mfu: 13.2% | epoch: 1 | remaining: 178s    
step 00265 (40.7%) | loss: 3.416988 | lrm: 1.00 | dt: 479ms | tok/sec: 546,881 | mfu: 13.2% | epoch: 1 | remaining: 177s    
step 00266 (40.9%) | loss: 3.411107 | lrm: 1.00 | dt: 484ms | tok/sec: 541,164 | mfu: 13.1% | epoch: 1 | remaining: 177s    
step 00267 (41.0%) | loss: 3.401440 | lrm: 1.00 | dt: 481ms | tok/sec: 545,174 | mfu: 13.2% | epoch: 1 | remaining: 176s    
step 00268 (41.2%) | loss: 3.406578 | lrm: 1.00 | dt: 483ms | tok/sec: 543,012 | mfu: 13.1% | epoch: 1 | remaining: 176s    
step 00269 (41.3%) | loss: 3.402286 | lrm: 1.00 | dt: 481ms | tok/sec: 545,537 | mfu: 13.2% | epoch: 1 | remaining: 175s    
step 00270 (41.5%) | loss: 3.398026 | lrm: 1.00 | dt: 480ms | tok/sec: 545,801 | mfu: 13.2% | epoch: 1 | remaining: 175s    
step 00271 (41.7%) | loss: 3.398501 | lrm: 1.00 | dt: 483ms | tok/sec: 543,079 | mfu: 13.1% | epoch: 1 | remaining: 175s    
step 00272 (41.8%) | loss: 3.399549 | lrm: 1.00 | dt: 480ms | tok/sec: 545,949 | mfu: 13.2% | epoch: 1 | remaining: 174s    
step 00273 (42.0%) | loss: 3.390782 | lrm: 1.00 | dt: 485ms | tok/sec: 540,717 | mfu: 13.1% | epoch: 1 | remaining: 174s    
step 00274 (42.2%) | loss: 3.388541 | lrm: 1.00 | dt: 481ms | tok/sec: 545,100 | mfu: 13.2% | epoch: 1 | remaining: 173s    
step 00275 (42.3%) | loss: 3.394265 | lrm: 1.00 | dt: 482ms | tok/sec: 543,816 | mfu: 13.1% | epoch: 1 | remaining: 173s    
step 00276 (42.5%) | loss: 3.395869 | lrm: 1.00 | dt: 481ms | tok/sec: 545,310 | mfu: 13.2% | epoch: 1 | remaining: 172s    
step 00277 (42.6%) | loss: 3.394234 | lrm: 1.00 | dt: 481ms | tok/sec: 544,821 | mfu: 13.2% | epoch: 1 | remaining: 172s    
step 00278 (42.8%) | loss: 3.398935 | lrm: 1.00 | dt: 480ms | tok/sec: 546,067 | mfu: 13.2% | epoch: 1 | remaining: 171s    
step 00279 (43.0%) | loss: 3.389322 | lrm: 1.00 | dt: 485ms | tok/sec: 540,733 | mfu: 13.1% | epoch: 1 | remaining: 171s    
step 00280 (43.1%) | loss: 3.384881 | lrm: 1.00 | dt: 481ms | tok/sec: 544,824 | mfu: 13.2% | epoch: 1 | remaining: 170s    
step 00281 (43.3%) | loss: 3.385673 | lrm: 1.00 | dt: 483ms | tok/sec: 542,692 | mfu: 13.1% | epoch: 1 | remaining: 170s    
step 00282 (43.4%) | loss: 3.381658 | lrm: 1.00 | dt: 481ms | tok/sec: 545,006 | mfu: 13.2% | epoch: 1 | remaining: 169s    
step 00283 (43.6%) | loss: 3.377151 | lrm: 1.00 | dt: 480ms | tok/sec: 545,634 | mfu: 13.2% | epoch: 1 | remaining: 169s    
step 00284 (43.8%) | loss: 3.376431 | lrm: 1.00 | dt: 480ms | tok/sec: 546,142 | mfu: 13.2% | epoch: 1 | remaining: 168s    
step 00285 (43.9%) | loss: 3.379431 | lrm: 1.00 | dt: 484ms | tok/sec: 542,103 | mfu: 13.1% | epoch: 1 | remaining: 168s    
step 00286 (44.1%) | loss: 3.378518 | lrm: 1.00 | dt: 481ms | tok/sec: 544,517 | mfu: 13.2% | epoch: 1 | remaining: 167s    
step 00287 (44.2%) | loss: 3.379193 | lrm: 1.00 | dt: 482ms | tok/sec: 544,381 | mfu: 13.2% | epoch: 1 | remaining: 167s    
step 00288 (44.4%) | loss: 3.379325 | lrm: 1.00 | dt: 481ms | tok/sec: 544,800 | mfu: 13.2% | epoch: 1 | remaining: 166s    
step 00289 (44.6%) | loss: 3.373304 | lrm: 1.00 | dt: 479ms | tok/sec: 547,278 | mfu: 13.2% | epoch: 1 | remaining: 166s    
step 00290 (44.7%) | loss: 3.374790 | lrm: 1.00 | dt: 482ms | tok/sec: 543,657 | mfu: 13.1% | epoch: 1 | remaining: 165s    
step 00291 (44.9%) | loss: 3.377368 | lrm: 1.00 | dt: 482ms | tok/sec: 543,441 | mfu: 13.1% | epoch: 1 | remaining: 165s    
step 00292 (45.0%) | loss: 3.374706 | lrm: 1.00 | dt: 482ms | tok/sec: 543,548 | mfu: 13.1% | epoch: 1 | remaining: 164s    
step 00293 (45.2%) | loss: 3.375551 | lrm: 1.00 | dt: 483ms | tok/sec: 543,284 | mfu: 13.1% | epoch: 1 | remaining: 164s    
step 00294 (45.4%) | loss: 3.370370 | lrm: 1.00 | dt: 481ms | tok/sec: 544,554 | mfu: 13.2% | epoch: 1 | remaining: 163s    
step 00295 (45.5%) | loss: 3.375902 | lrm: 1.00 | dt: 481ms | tok/sec: 545,160 | mfu: 13.2% | epoch: 1 | remaining: 163s    
step 00296 (45.7%) | loss: 3.380242 | lrm: 1.00 | dt: 480ms | tok/sec: 545,586 | mfu: 13.2% | epoch: 1 | remaining: 162s    
step 00297 (45.8%) | loss: 3.384918 | lrm: 1.00 | dt: 484ms | tok/sec: 541,078 | mfu: 13.1% | epoch: 1 | remaining: 162s    
step 00298 (46.0%) | loss: 3.380581 | lrm: 1.00 | dt: 482ms | tok/sec: 543,914 | mfu: 13.1% | epoch: 1 | remaining: 162s    
step 00299 (46.2%) | loss: 3.369525 | lrm: 1.00 | dt: 483ms | tok/sec: 542,676 | mfu: 13.1% | epoch: 1 | remaining: 161s    
step 00300 (46.3%) | loss: 3.364159 | lrm: 1.00 | dt: 480ms | tok/sec: 545,700 | mfu: 13.2% | epoch: 1 | remaining: 161s    
step 00301 (46.5%) | loss: 3.359172 | lrm: 1.00 | dt: 480ms | tok/sec: 545,629 | mfu: 13.2% | epoch: 1 | remaining: 160s    
step 00302 (46.6%) | loss: 3.362086 | lrm: 1.00 | dt: 481ms | tok/sec: 544,956 | mfu: 13.2% | epoch: 1 | remaining: 160s    
step 00303 (46.8%) | loss: 3.360160 | lrm: 1.00 | dt: 483ms | tok/sec: 542,692 | mfu: 13.1% | epoch: 1 | remaining: 159s    
step 00304 (47.0%) | loss: 3.364512 | lrm: 1.00 | dt: 482ms | tok/sec: 543,785 | mfu: 13.1% | epoch: 1 | remaining: 159s    
step 00305 (47.1%) | loss: 3.366897 | lrm: 1.00 | dt: 483ms | tok/sec: 542,277 | mfu: 13.1% | epoch: 1 | remaining: 158s    
step 00306 (47.3%) | loss: 3.365698 | lrm: 1.00 | dt: 481ms | tok/sec: 544,807 | mfu: 13.2% | epoch: 1 | remaining: 158s    
step 00307 (47.4%) | loss: 3.365168 | lrm: 1.00 | dt: 480ms | tok/sec: 545,957 | mfu: 13.2% | epoch: 1 | remaining: 157s    
step 00308 (47.6%) | loss: 3.365671 | lrm: 1.00 | dt: 481ms | tok/sec: 544,494 | mfu: 13.2% | epoch: 1 | remaining: 157s    
step 00309 (47.8%) | loss: 3.363370 | lrm: 1.00 | dt: 481ms | tok/sec: 544,498 | mfu: 13.2% | epoch: 1 | remaining: 156s    
step 00310 (47.9%) | loss: 3.365749 | lrm: 1.00 | dt: 483ms | tok/sec: 542,599 | mfu: 13.1% | epoch: 1 | remaining: 156s    
step 00311 (48.1%) | loss: 3.359160 | lrm: 1.00 | dt: 480ms | tok/sec: 545,743 | mfu: 13.2% | epoch: 1 | remaining: 155s    
step 00312 (48.3%) | loss: 3.358257 | lrm: 1.00 | dt: 481ms | tok/sec: 544,892 | mfu: 13.2% | epoch: 1 | remaining: 155s    
step 00313 (48.4%) | loss: 3.355783 | lrm: 1.00 | dt: 479ms | tok/sec: 547,544 | mfu: 13.2% | epoch: 1 | remaining: 154s    
step 00314 (48.6%) | loss: 3.352190 | lrm: 1.00 | dt: 485ms | tok/sec: 540,740 | mfu: 13.1% | epoch: 1 | remaining: 154s    
step 00315 (48.7%) | loss: 3.348546 | lrm: 1.00 | dt: 479ms | tok/sec: 546,801 | mfu: 13.2% | epoch: 1 | remaining: 153s    
