Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011397 | lrm: 1.00 | dt: 8587ms | tok/sec: 15,264 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.154491 | lrm: 1.00 | dt: 236ms | tok/sec: 554,318 | mfu: 13.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.980862 | lrm: 1.00 | dt: 240ms | tok/sec: 547,182 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.574509 | lrm: 1.00 | dt: 237ms | tok/sec: 552,516 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.280329 | lrm: 1.00 | dt: 240ms | tok/sec: 547,070 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.949005 | lrm: 1.00 | dt: 238ms | tok/sec: 549,616 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.657879 | lrm: 1.00 | dt: 240ms | tok/sec: 546,875 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.415206 | lrm: 1.00 | dt: 239ms | tok/sec: 548,721 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.210602 | lrm: 1.00 | dt: 240ms | tok/sec: 547,037 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.032731 | lrm: 1.00 | dt: 240ms | tok/sec: 545,177 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.873997 | lrm: 1.00 | dt: 239ms | tok/sec: 549,526 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.732649 | lrm: 1.00 | dt: 239ms | tok/sec: 548,959 | mfu: 13.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.611961 | lrm: 1.00 | dt: 240ms | tok/sec: 545,709 | mfu: 13.2% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 6.505329 | lrm: 1.00 | dt: 241ms | tok/sec: 543,937 | mfu: 13.1% | epoch: 1 | remaining: 299s    
step 00156 (11.7%) | loss: 3.832292 | lrm: 1.00 | dt: 244ms | tok/sec: 537,962 | mfu: 13.0% | epoch: 1 | remaining: 265s    
step 00157 (11.7%) | loss: 3.833651 | lrm: 1.00 | dt: 242ms | tok/sec: 540,781 | mfu: 13.1% | epoch: 1 | remaining: 265s    
step 00158 (11.8%) | loss: 3.829994 | lrm: 1.00 | dt: 242ms | tok/sec: 542,119 | mfu: 13.1% | epoch: 1 | remaining: 264s    
step 00159 (11.9%) | loss: 3.826875 | lrm: 1.00 | dt: 242ms | tok/sec: 541,802 | mfu: 13.1% | epoch: 1 | remaining: 264s    
step 00160 (12.0%) | loss: 3.816093 | lrm: 1.00 | dt: 243ms | tok/sec: 538,945 | mfu: 13.0% | epoch: 1 | remaining: 264s    
step 00161 (12.1%) | loss: 3.807425 | lrm: 1.00 | dt: 242ms | tok/sec: 542,116 | mfu: 13.1% | epoch: 1 | remaining: 264s    
step 00162 (12.2%) | loss: 3.796276 | lrm: 1.00 | dt: 243ms | tok/sec: 539,857 | mfu: 13.0% | epoch: 1 | remaining: 263s    
step 00163 (12.2%) | loss: 3.791933 | lrm: 1.00 | dt: 243ms | tok/sec: 539,922 | mfu: 13.0% | epoch: 1 | remaining: 263s    
step 00164 (12.3%) | loss: 3.782502 | lrm: 1.00 | dt: 243ms | tok/sec: 539,933 | mfu: 13.0% | epoch: 1 | remaining: 263s    
step 00165 (12.4%) | loss: 3.773358 | lrm: 1.00 | dt: 243ms | tok/sec: 539,770 | mfu: 13.0% | epoch: 1 | remaining: 263s    
step 00166 (12.5%) | loss: 3.765417 | lrm: 1.00 | dt: 244ms | tok/sec: 537,854 | mfu: 13.0% | epoch: 1 | remaining: 262s    
step 00167 (12.6%) | loss: 3.762703 | lrm: 1.00 | dt: 241ms | tok/sec: 543,289 | mfu: 13.1% | epoch: 1 | remaining: 262s    
step 00168 (12.6%) | loss: 3.767338 | lrm: 1.00 | dt: 243ms | tok/sec: 538,578 | mfu: 13.0% | epoch: 1 | remaining: 262s    
step 00169 (12.7%) | loss: 3.757792 | lrm: 1.00 | dt: 243ms | tok/sec: 538,958 | mfu: 13.0% | epoch: 1 | remaining: 262s    
step 00170 (12.8%) | loss: 3.753337 | lrm: 1.00 | dt: 242ms | tok/sec: 540,587 | mfu: 13.1% | epoch: 1 | remaining: 261s    
step 00171 (12.9%) | loss: 3.752363 | lrm: 1.00 | dt: 241ms | tok/sec: 543,454 | mfu: 13.1% | epoch: 1 | remaining: 261s    
step 00172 (13.0%) | loss: 3.747290 | lrm: 1.00 | dt: 243ms | tok/sec: 539,472 | mfu: 13.0% | epoch: 1 | remaining: 261s    
step 00173 (13.0%) | loss: 3.745972 | lrm: 1.00 | dt: 244ms | tok/sec: 538,140 | mfu: 13.0% | epoch: 1 | remaining: 261s    
step 00174 (13.1%) | loss: 3.737322 | lrm: 1.00 | dt: 242ms | tok/sec: 541,851 | mfu: 13.1% | epoch: 1 | remaining: 260s    
step 00175 (13.2%) | loss: 3.739062 | lrm: 1.00 | dt: 242ms | tok/sec: 540,707 | mfu: 13.1% | epoch: 1 | remaining: 260s    
step 00176 (13.3%) | loss: 3.739220 | lrm: 1.00 | dt: 243ms | tok/sec: 540,221 | mfu: 13.1% | epoch: 1 | remaining: 260s    
step 00177 (13.4%) | loss: 3.722948 | lrm: 1.00 | dt: 243ms | tok/sec: 540,128 | mfu: 13.1% | epoch: 1 | remaining: 260s    
step 00178 (13.4%) | loss: 3.723994 | lrm: 1.00 | dt: 243ms | tok/sec: 540,121 | mfu: 13.1% | epoch: 1 | remaining: 259s    
step 00179 (13.5%) | loss: 3.718984 | lrm: 1.00 | dt: 243ms | tok/sec: 538,362 | mfu: 13.0% | epoch: 1 | remaining: 259s    
step 00180 (13.6%) | loss: 3.712975 | lrm: 1.00 | dt: 242ms | tok/sec: 540,794 | mfu: 13.1% | epoch: 1 | remaining: 259s    
step 00181 (13.7%) | loss: 3.710353 | lrm: 1.00 | dt: 243ms | tok/sec: 538,828 | mfu: 13.0% | epoch: 1 | remaining: 259s    
step 00182 (13.8%) | loss: 3.705038 | lrm: 1.00 | dt: 242ms | tok/sec: 541,294 | mfu: 13.1% | epoch: 1 | remaining: 258s    
step 00183 (13.9%) | loss: 3.708493 | lrm: 1.00 | dt: 240ms | tok/sec: 545,548 | mfu: 13.2% | epoch: 1 | remaining: 258s    
step 00184 (13.9%) | loss: 3.700568 | lrm: 1.00 | dt: 243ms | tok/sec: 540,011 | mfu: 13.0% | epoch: 1 | remaining: 258s    
step 00185 (14.0%) | loss: 3.694157 | lrm: 1.00 | dt: 243ms | tok/sec: 540,426 | mfu: 13.1% | epoch: 1 | remaining: 258s    
step 00186 (14.1%) | loss: 3.694895 | lrm: 1.00 | dt: 241ms | tok/sec: 544,646 | mfu: 13.2% | epoch: 1 | remaining: 257s    
step 00187 (14.2%) | loss: 3.690484 | lrm: 1.00 | dt: 241ms | tok/sec: 544,652 | mfu: 13.2% | epoch: 1 | remaining: 257s    
step 00188 (14.3%) | loss: 3.681514 | lrm: 1.00 | dt: 241ms | tok/sec: 544,774 | mfu: 13.2% | epoch: 1 | remaining: 257s    
step 00189 (14.3%) | loss: 3.679104 | lrm: 1.00 | dt: 241ms | tok/sec: 542,948 | mfu: 13.1% | epoch: 1 | remaining: 257s    
step 00190 (14.4%) | loss: 3.666412 | lrm: 1.00 | dt: 240ms | tok/sec: 546,185 | mfu: 13.2% | epoch: 1 | remaining: 257s    
step 00191 (14.5%) | loss: 3.655619 | lrm: 1.00 | dt: 241ms | tok/sec: 543,434 | mfu: 13.1% | epoch: 1 | remaining: 256s    
step 00192 (14.6%) | loss: 3.653677 | lrm: 1.00 | dt: 241ms | tok/sec: 544,334 | mfu: 13.2% | epoch: 1 | remaining: 256s    
step 00193 (14.7%) | loss: 3.646871 | lrm: 1.00 | dt: 241ms | tok/sec: 543,304 | mfu: 13.1% | epoch: 1 | remaining: 256s    
step 00194 (14.7%) | loss: 3.646669 | lrm: 1.00 | dt: 241ms | tok/sec: 542,855 | mfu: 13.1% | epoch: 1 | remaining: 256s    
step 00195 (14.8%) | loss: 3.651693 | lrm: 1.00 | dt: 241ms | tok/sec: 543,172 | mfu: 13.1% | epoch: 1 | remaining: 255s    
step 00196 (14.9%) | loss: 3.653989 | lrm: 1.00 | dt: 244ms | tok/sec: 538,279 | mfu: 13.0% | epoch: 1 | remaining: 255s    
step 00197 (15.0%) | loss: 3.651265 | lrm: 1.00 | dt: 242ms | tok/sec: 541,505 | mfu: 13.1% | epoch: 1 | remaining: 255s    
step 00198 (15.1%) | loss: 3.652956 | lrm: 1.00 | dt: 243ms | tok/sec: 538,388 | mfu: 13.0% | epoch: 1 | remaining: 255s    
step 00199 (15.1%) | loss: 3.645150 | lrm: 1.00 | dt: 241ms | tok/sec: 544,773 | mfu: 13.2% | epoch: 1 | remaining: 254s    
step 00200 (15.2%) | loss: 3.640136 | lrm: 1.00 | dt: 243ms | tok/sec: 540,012 | mfu: 13.0% | epoch: 1 | remaining: 254s    
step 00201 (15.3%) | loss: 3.638654 | lrm: 1.00 | dt: 243ms | tok/sec: 538,973 | mfu: 13.0% | epoch: 1 | remaining: 254s    
step 00202 (15.4%) | loss: 3.631310 | lrm: 1.00 | dt: 241ms | tok/sec: 542,988 | mfu: 13.1% | epoch: 1 | remaining: 254s    
step 00203 (15.5%) | loss: 3.631497 | lrm: 1.00 | dt: 241ms | tok/sec: 543,045 | mfu: 13.1% | epoch: 1 | remaining: 253s    
step 00204 (15.5%) | loss: 3.625619 | lrm: 1.00 | dt: 242ms | tok/sec: 542,364 | mfu: 13.1% | epoch: 1 | remaining: 253s    
step 00205 (15.6%) | loss: 3.625251 | lrm: 1.00 | dt: 243ms | tok/sec: 538,582 | mfu: 13.0% | epoch: 1 | remaining: 253s    
step 00206 (15.7%) | loss: 3.623067 | lrm: 1.00 | dt: 241ms | tok/sec: 543,419 | mfu: 13.1% | epoch: 1 | remaining: 253s    
step 00207 (15.8%) | loss: 3.623821 | lrm: 1.00 | dt: 241ms | tok/sec: 544,893 | mfu: 13.2% | epoch: 1 | remaining: 252s    
step 00208 (15.9%) | loss: 3.621894 | lrm: 1.00 | dt: 240ms | tok/sec: 545,102 | mfu: 13.2% | epoch: 1 | remaining: 252s    
step 00209 (15.9%) | loss: 3.617296 | lrm: 1.00 | dt: 241ms | tok/sec: 544,409 | mfu: 13.2% | epoch: 1 | remaining: 252s    
step 00210 (16.0%) | loss: 3.609894 | lrm: 1.00 | dt: 241ms | tok/sec: 543,975 | mfu: 13.1% | epoch: 1 | remaining: 252s    
step 00211 (16.1%) | loss: 3.610481 | lrm: 1.00 | dt: 243ms | tok/sec: 539,552 | mfu: 13.0% | epoch: 1 | remaining: 251s    
step 00212 (16.2%) | loss: 3.607615 | lrm: 1.00 | dt: 242ms | tok/sec: 540,572 | mfu: 13.1% | epoch: 1 | remaining: 251s    
step 00213 (16.3%) | loss: 3.605848 | lrm: 1.00 | dt: 241ms | tok/sec: 543,015 | mfu: 13.1% | epoch: 1 | remaining: 251s    
step 00214 (16.3%) | loss: 3.606276 | lrm: 1.00 | dt: 243ms | tok/sec: 540,451 | mfu: 13.1% | epoch: 1 | remaining: 251s    
step 00215 (16.4%) | loss: 3.605696 | lrm: 1.00 | dt: 243ms | tok/sec: 539,860 | mfu: 13.0% | epoch: 1 | remaining: 250s    
step 00216 (16.5%) | loss: 3.603997 | lrm: 1.00 | dt: 242ms | tok/sec: 541,755 | mfu: 13.1% | epoch: 1 | remaining: 250s    
step 00217 (16.6%) | loss: 3.607481 | lrm: 1.00 | dt: 241ms | tok/sec: 544,345 | mfu: 13.2% | epoch: 1 | remaining: 250s    
step 00218 (16.7%) | loss: 3.604931 | lrm: 1.00 | dt: 242ms | tok/sec: 541,447 | mfu: 13.1% | epoch: 1 | remaining: 250s    
step 00219 (16.8%) | loss: 3.609429 | lrm: 1.00 | dt: 240ms | tok/sec: 545,882 | mfu: 13.2% | epoch: 1 | remaining: 250s    
step 00220 (16.8%) | loss: 3.612821 | lrm: 1.00 | dt: 241ms | tok/sec: 543,571 | mfu: 13.1% | epoch: 1 | remaining: 249s    
step 00221 (16.9%) | loss: 3.611104 | lrm: 1.00 | dt: 242ms | tok/sec: 542,447 | mfu: 13.1% | epoch: 1 | remaining: 249s    
step 00222 (17.0%) | loss: 3.610278 | lrm: 1.00 | dt: 241ms | tok/sec: 542,750 | mfu: 13.1% | epoch: 1 | remaining: 249s    
step 00223 (17.1%) | loss: 3.604515 | lrm: 1.00 | dt: 242ms | tok/sec: 540,875 | mfu: 13.1% | epoch: 1 | remaining: 249s    
step 00224 (17.2%) | loss: 3.604480 | lrm: 1.00 | dt: 243ms | tok/sec: 540,003 | mfu: 13.0% | epoch: 1 | remaining: 248s    
step 00225 (17.2%) | loss: 3.594478 | lrm: 1.00 | dt: 243ms | tok/sec: 538,776 | mfu: 13.0% | epoch: 1 | remaining: 248s    
step 00226 (17.3%) | loss: 3.598213 | lrm: 1.00 | dt: 242ms | tok/sec: 542,718 | mfu: 13.1% | epoch: 1 | remaining: 248s    
step 00227 (17.4%) | loss: 3.599621 | lrm: 1.00 | dt: 243ms | tok/sec: 539,621 | mfu: 13.0% | epoch: 1 | remaining: 248s    
step 00228 (17.5%) | loss: 3.594047 | lrm: 1.00 | dt: 241ms | tok/sec: 544,815 | mfu: 13.2% | epoch: 1 | remaining: 247s    
step 00229 (17.6%) | loss: 3.592897 | lrm: 1.00 | dt: 240ms | tok/sec: 545,838 | mfu: 13.2% | epoch: 1 | remaining: 247s    
step 00230 (17.6%) | loss: 3.591661 | lrm: 1.00 | dt: 239ms | tok/sec: 547,308 | mfu: 13.2% | epoch: 1 | remaining: 247s    
step 00231 (17.7%) | loss: 3.588897 | lrm: 1.00 | dt: 243ms | tok/sec: 538,316 | mfu: 13.0% | epoch: 1 | remaining: 247s    
step 00232 (17.8%) | loss: 3.586466 | lrm: 1.00 | dt: 241ms | tok/sec: 544,633 | mfu: 13.2% | epoch: 1 | remaining: 246s    
step 00233 (17.9%) | loss: 3.580663 | lrm: 1.00 | dt: 242ms | tok/sec: 541,953 | mfu: 13.1% | epoch: 1 | remaining: 246s    
step 00234 (18.0%) | loss: 3.577519 | lrm: 1.00 | dt: 241ms | tok/sec: 543,894 | mfu: 13.1% | epoch: 1 | remaining: 246s    
step 00235 (18.0%) | loss: 3.573433 | lrm: 1.00 | dt: 244ms | tok/sec: 536,858 | mfu: 13.0% | epoch: 1 | remaining: 246s    
step 00236 (18.1%) | loss: 3.573223 | lrm: 1.00 | dt: 241ms | tok/sec: 543,163 | mfu: 13.1% | epoch: 1 | remaining: 245s    
step 00237 (18.2%) | loss: 3.572937 | lrm: 1.00 | dt: 242ms | tok/sec: 542,485 | mfu: 13.1% | epoch: 1 | remaining: 245s    
step 00238 (18.3%) | loss: 3.575213 | lrm: 1.00 | dt: 240ms | tok/sec: 547,071 | mfu: 13.2% | epoch: 1 | remaining: 245s    
step 00239 (18.4%) | loss: 3.576173 | lrm: 1.00 | dt: 241ms | tok/sec: 543,262 | mfu: 13.1% | epoch: 1 | remaining: 245s    
step 00240 (18.4%) | loss: 3.570704 | lrm: 1.00 | dt: 241ms | tok/sec: 544,905 | mfu: 13.2% | epoch: 1 | remaining: 244s    
step 00241 (18.5%) | loss: 3.567918 | lrm: 1.00 | dt: 243ms | tok/sec: 539,818 | mfu: 13.0% | epoch: 1 | remaining: 244s    
step 00242 (18.6%) | loss: 3.566863 | lrm: 1.00 | dt: 241ms | tok/sec: 544,109 | mfu: 13.1% | epoch: 1 | remaining: 244s    
step 00243 (18.7%) | loss: 3.565253 | lrm: 1.00 | dt: 242ms | tok/sec: 541,258 | mfu: 13.1% | epoch: 1 | remaining: 244s    
step 00244 (18.8%) | loss: 3.560036 | lrm: 1.00 | dt: 241ms | tok/sec: 542,896 | mfu: 13.1% | epoch: 1 | remaining: 243s    
step 00245 (18.8%) | loss: 3.560288 | lrm: 1.00 | dt: 241ms | tok/sec: 543,963 | mfu: 13.1% | epoch: 1 | remaining: 243s    
step 00246 (18.9%) | loss: 3.560256 | lrm: 1.00 | dt: 243ms | tok/sec: 539,139 | mfu: 13.0% | epoch: 1 | remaining: 243s    
step 00247 (19.0%) | loss: 3.553159 | lrm: 1.00 | dt: 241ms | tok/sec: 542,867 | mfu: 13.1% | epoch: 1 | remaining: 243s    
step 00248 (19.1%) | loss: 3.556881 | lrm: 1.00 | dt: 244ms | tok/sec: 538,162 | mfu: 13.0% | epoch: 1 | remaining: 242s    
step 00249 (19.2%) | loss: 3.559462 | lrm: 1.00 | dt: 242ms | tok/sec: 541,348 | mfu: 13.1% | epoch: 1 | remaining: 242s    
step 00250 (19.2%) | loss: 3.556918 | lrm: 1.00 | dt: 243ms | tok/sec: 538,729 | mfu: 13.0% | epoch: 1 | remaining: 242s    
step 00251 (19.3%) | loss: 3.559998 | lrm: 1.00 | dt: 241ms | tok/sec: 544,119 | mfu: 13.1% | epoch: 1 | remaining: 242s    
step 00252 (19.4%) | loss: 3.553048 | lrm: 1.00 | dt: 243ms | tok/sec: 540,475 | mfu: 13.1% | epoch: 1 | remaining: 242s    
step 00253 (19.5%) | loss: 3.552529 | lrm: 1.00 | dt: 243ms | tok/sec: 539,822 | mfu: 13.0% | epoch: 1 | remaining: 241s    
step 00254 (19.6%) | loss: 3.547903 | lrm: 1.00 | dt: 242ms | tok/sec: 541,138 | mfu: 13.1% | epoch: 1 | remaining: 241s    
step 00255 (19.7%) | loss: 3.552270 | lrm: 1.00 | dt: 242ms | tok/sec: 541,395 | mfu: 13.1% | epoch: 1 | remaining: 241s    
step 00256 (19.7%) | loss: 3.548426 | lrm: 1.00 | dt: 243ms | tok/sec: 539,978 | mfu: 13.0% | epoch: 1 | remaining: 241s    
step 00257 (19.8%) | loss: 3.542165 | lrm: 1.00 | dt: 242ms | tok/sec: 542,297 | mfu: 13.1% | epoch: 1 | remaining: 240s    
step 00258 (19.9%) | loss: 3.534696 | lrm: 1.00 | dt: 244ms | tok/sec: 538,127 | mfu: 13.0% | epoch: 1 | remaining: 240s    
step 00259 (20.0%) | loss: 3.540717 | lrm: 1.00 | dt: 242ms | tok/sec: 540,912 | mfu: 13.1% | epoch: 1 | remaining: 240s    
step 00260 (20.1%) | loss: 3.539234 | lrm: 1.00 | dt: 244ms | tok/sec: 538,002 | mfu: 13.0% | epoch: 1 | remaining: 240s    
step 00261 (20.1%) | loss: 3.534521 | lrm: 1.00 | dt: 242ms | tok/sec: 542,520 | mfu: 13.1% | epoch: 1 | remaining: 239s    
step 00262 (20.2%) | loss: 3.531492 | lrm: 1.00 | dt: 242ms | tok/sec: 540,623 | mfu: 13.1% | epoch: 1 | remaining: 239s    
step 00263 (20.3%) | loss: 3.522082 | lrm: 1.00 | dt: 242ms | tok/sec: 541,585 | mfu: 13.1% | epoch: 1 | remaining: 239s    
step 00264 (20.4%) | loss: 3.522617 | lrm: 1.00 | dt: 243ms | tok/sec: 540,417 | mfu: 13.1% | epoch: 1 | remaining: 239s    
step 00265 (20.5%) | loss: 3.524539 | lrm: 1.00 | dt: 242ms | tok/sec: 541,337 | mfu: 13.1% | epoch: 1 | remaining: 238s    
step 00266 (20.5%) | loss: 3.529893 | lrm: 1.00 | dt: 242ms | tok/sec: 542,356 | mfu: 13.1% | epoch: 1 | remaining: 238s    
step 00267 (20.6%) | loss: 3.524513 | lrm: 1.00 | dt: 242ms | tok/sec: 542,254 | mfu: 13.1% | epoch: 1 | remaining: 238s    
step 00268 (20.7%) | loss: 3.531254 | lrm: 1.00 | dt: 243ms | tok/sec: 539,910 | mfu: 13.0% | epoch: 1 | remaining: 238s    
step 00269 (20.8%) | loss: 3.528752 | lrm: 1.00 | dt: 241ms | tok/sec: 542,985 | mfu: 13.1% | epoch: 1 | remaining: 237s    
step 00270 (20.9%) | loss: 3.526292 | lrm: 1.00 | dt: 242ms | tok/sec: 542,462 | mfu: 13.1% | epoch: 1 | remaining: 237s    
step 00271 (20.9%) | loss: 3.528118 | lrm: 1.00 | dt: 240ms | tok/sec: 545,468 | mfu: 13.2% | epoch: 1 | remaining: 237s    
step 00272 (21.0%) | loss: 3.525636 | lrm: 1.00 | dt: 241ms | tok/sec: 543,017 | mfu: 13.1% | epoch: 1 | remaining: 237s    
step 00273 (21.1%) | loss: 3.527353 | lrm: 1.00 | dt: 242ms | tok/sec: 542,134 | mfu: 13.1% | epoch: 1 | remaining: 236s    
step 00274 (21.2%) | loss: 3.529085 | lrm: 1.00 | dt: 239ms | tok/sec: 547,332 | mfu: 13.2% | epoch: 1 | remaining: 236s    
step 00275 (21.3%) | loss: 3.527274 | lrm: 1.00 | dt: 240ms | tok/sec: 545,533 | mfu: 13.2% | epoch: 1 | remaining: 236s    
step 00276 (21.3%) | loss: 3.527778 | lrm: 1.00 | dt: 242ms | tok/sec: 541,961 | mfu: 13.1% | epoch: 1 | remaining: 236s    
step 00277 (21.4%) | loss: 3.526560 | lrm: 1.00 | dt: 242ms | tok/sec: 541,414 | mfu: 13.1% | epoch: 1 | remaining: 235s    
step 00278 (21.5%) | loss: 3.523127 | lrm: 1.00 | dt: 241ms | tok/sec: 543,193 | mfu: 13.1% | epoch: 1 | remaining: 235s    
step 00279 (21.6%) | loss: 3.528557 | lrm: 1.00 | dt: 242ms | tok/sec: 540,889 | mfu: 13.1% | epoch: 1 | remaining: 235s    
step 00280 (21.7%) | loss: 3.525434 | lrm: 1.00 | dt: 241ms | tok/sec: 542,884 | mfu: 13.1% | epoch: 1 | remaining: 235s    
step 00281 (21.7%) | loss: 3.520430 | lrm: 1.00 | dt: 243ms | tok/sec: 538,741 | mfu: 13.0% | epoch: 1 | remaining: 235s    
step 00282 (21.8%) | loss: 3.518050 | lrm: 1.00 | dt: 241ms | tok/sec: 543,081 | mfu: 13.1% | epoch: 1 | remaining: 234s    
step 00283 (21.9%) | loss: 3.515247 | lrm: 1.00 | dt: 242ms | tok/sec: 541,512 | mfu: 13.1% | epoch: 1 | remaining: 234s    
step 00284 (22.0%) | loss: 3.506851 | lrm: 1.00 | dt: 242ms | tok/sec: 540,992 | mfu: 13.1% | epoch: 1 | remaining: 234s    
step 00285 (22.1%) | loss: 3.507637 | lrm: 1.00 | dt: 243ms | tok/sec: 539,794 | mfu: 13.0% | epoch: 1 | remaining: 234s    
step 00286 (22.2%) | loss: 3.519160 | lrm: 1.00 | dt: 241ms | tok/sec: 543,456 | mfu: 13.1% | epoch: 1 | remaining: 233s    
step 00287 (22.2%) | loss: 3.515630 | lrm: 1.00 | dt: 243ms | tok/sec: 539,149 | mfu: 13.0% | epoch: 1 | remaining: 233s    
step 00288 (22.3%) | loss: 3.501243 | lrm: 1.00 | dt: 243ms | tok/sec: 539,846 | mfu: 13.0% | epoch: 1 | remaining: 233s    
step 00289 (22.4%) | loss: 3.497811 | lrm: 1.00 | dt: 242ms | tok/sec: 540,629 | mfu: 13.1% | epoch: 1 | remaining: 233s    
step 00290 (22.5%) | loss: 3.495021 | lrm: 1.00 | dt: 243ms | tok/sec: 540,328 | mfu: 13.1% | epoch: 1 | remaining: 232s    
step 00291 (22.6%) | loss: 3.495206 | lrm: 1.00 | dt: 242ms | tok/sec: 542,039 | mfu: 13.1% | epoch: 1 | remaining: 232s    
step 00292 (22.6%) | loss: 3.501496 | lrm: 1.00 | dt: 242ms | tok/sec: 541,581 | mfu: 13.1% | epoch: 1 | remaining: 232s    
step 00293 (22.7%) | loss: 3.504589 | lrm: 1.00 | dt: 243ms | tok/sec: 540,262 | mfu: 13.1% | epoch: 1 | remaining: 232s    
step 00294 (22.8%) | loss: 3.494008 | lrm: 1.00 | dt: 242ms | tok/sec: 541,513 | mfu: 13.1% | epoch: 1 | remaining: 231s    
step 00295 (22.9%) | loss: 3.491621 | lrm: 1.00 | dt: 243ms | tok/sec: 540,496 | mfu: 13.1% | epoch: 1 | remaining: 231s    
step 00296 (23.0%) | loss: 3.492631 | lrm: 1.00 | dt: 242ms | tok/sec: 542,399 | mfu: 13.1% | epoch: 1 | remaining: 231s    
step 00297 (23.0%) | loss: 3.495502 | lrm: 1.00 | dt: 242ms | tok/sec: 541,087 | mfu: 13.1% | epoch: 1 | remaining: 231s    
step 00298 (23.1%) | loss: 3.489699 | lrm: 1.00 | dt: 243ms | tok/sec: 539,164 | mfu: 13.0% | epoch: 1 | remaining: 230s    
step 00299 (23.2%) | loss: 3.487831 | lrm: 1.00 | dt: 242ms | tok/sec: 541,832 | mfu: 13.1% | epoch: 1 | remaining: 230s    
step 00300 (23.3%) | loss: 3.485950 | lrm: 1.00 | dt: 242ms | tok/sec: 541,077 | mfu: 13.1% | epoch: 1 | remaining: 230s    
step 00301 (23.4%) | loss: 3.486736 | lrm: 1.00 | dt: 241ms | tok/sec: 543,335 | mfu: 13.1% | epoch: 1 | remaining: 230s    
step 00302 (23.4%) | loss: 3.488605 | lrm: 1.00 | dt: 243ms | tok/sec: 539,869 | mfu: 13.0% | epoch: 1 | remaining: 229s    
step 00303 (23.5%) | loss: 3.488567 | lrm: 1.00 | dt: 242ms | tok/sec: 542,282 | mfu: 13.1% | epoch: 1 | remaining: 229s    
step 00304 (23.6%) | loss: 3.490649 | lrm: 1.00 | dt: 241ms | tok/sec: 543,662 | mfu: 13.1% | epoch: 1 | remaining: 229s    
step 00305 (23.7%) | loss: 3.486328 | lrm: 1.00 | dt: 240ms | tok/sec: 545,452 | mfu: 13.2% | epoch: 1 | remaining: 229s    
step 00306 (23.8%) | loss: 3.489960 | lrm: 1.00 | dt: 241ms | tok/sec: 543,949 | mfu: 13.1% | epoch: 1 | remaining: 228s    
step 00307 (23.8%) | loss: 3.487474 | lrm: 1.00 | dt: 241ms | tok/sec: 544,438 | mfu: 13.2% | epoch: 1 | remaining: 228s    
step 00308 (23.9%) | loss: 3.485167 | lrm: 1.00 | dt: 243ms | tok/sec: 539,916 | mfu: 13.0% | epoch: 1 | remaining: 228s    
step 00309 (24.0%) | loss: 3.490387 | lrm: 1.00 | dt: 240ms | tok/sec: 546,178 | mfu: 13.2% | epoch: 1 | remaining: 228s    
step 00310 (24.1%) | loss: 3.493861 | lrm: 1.00 | dt: 242ms | tok/sec: 541,152 | mfu: 13.1% | epoch: 1 | remaining: 227s    
step 00311 (24.2%) | loss: 3.496009 | lrm: 1.00 | dt: 242ms | tok/sec: 541,743 | mfu: 13.1% | epoch: 1 | remaining: 227s    
step 00312 (24.2%) | loss: 3.494082 | lrm: 1.00 | dt: 241ms | tok/sec: 544,561 | mfu: 13.2% | epoch: 1 | remaining: 227s    
step 00313 (24.3%) | loss: 3.500853 | lrm: 1.00 | dt: 242ms | tok/sec: 542,678 | mfu: 13.1% | epoch: 1 | remaining: 227s    
step 00314 (24.4%) | loss: 3.493602 | lrm: 1.00 | dt: 242ms | tok/sec: 542,071 | mfu: 13.1% | epoch: 1 | remaining: 227s    
