Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
===
Beam search k=1, segment=20, cooldown=20
Seed: 42
Target steps: 1160
Effective total steps: 1160
Segment steps: 20
Cooldown steps: 20
Initial LR_MULTs: (0.5, 0.75, 1.0, 1.25, 1.5, 1.75, 2.0)
Child LR factors: (0.8, 1.0, 1.2)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_sizes': (256, 256, 256, 2048, 256, 256, 256, 2048)}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.107668e+08
Device batch size: 64
Gradient accumulation steps: 1
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
---
Round 1/58: fixed steps 1-20, cooldown scoring steps 21-40
  candidate 1/7 | parent_step=0 | LR_MULT=0.5

    step 0001/1160 | LR_MULT 0.5 | loss 9.011397 | avg3 9.011397 | dt 10546ms | tok/sec 12,428 | mfu 0.3% | epoch 1    
    step 0456/460 | LR_MULT 0.0253327 | loss 3.242426 | avg3 3.205381 | dt 235ms | tok/sec 558,812 | mfu 11.9% | epoch 1    
    step 0457/460 | LR_MULT 0.0189996 | loss 3.285158 | avg3 3.242505 | dt 235ms | tok/sec 556,898 | mfu 11.9% | epoch 1    
    step 0458/460 | LR_MULT 0.0126664 | loss 3.180967 | avg3 3.236184 | dt 235ms | tok/sec 557,783 | mfu 11.9% | epoch 1    
    step 0459/460 | LR_MULT 0.00633319 | loss 3.230163 | avg3 3.232096 | dt 233ms | tok/sec 561,355 | mfu 12.0% | epoch 1    
    step 0460/460 | LR_MULT 0 | loss 3.241755 | avg3 3.217628 | dt 234ms | tok/sec 559,500 | mfu 11.9% | epoch 1    
    avg_loss=3.217628 | discarded
  candidate 3/3 | parent_step=420 | LR_MULT=0.151996

    step 0421/1160 | LR_MULT 0.151996 | loss 3.257234 | avg3 3.257234 | dt 230ms | tok/sec 570,545 | mfu 12.2% | epoch 1    
    step 0422/1160 | LR_MULT 0.151996 | loss 3.240031 | avg3 3.248633 | dt 234ms | tok/sec 561,161 | mfu 12.0% | epoch 1    
    step 0423/1160 | LR_MULT 0.151996 | loss 3.240568 | avg3 3.245944 | dt 233ms | tok/sec 562,263 | mfu 12.0% | epoch 1    
    step 0424/1160 | LR_MULT 0.151996 | loss 3.150985 | avg3 3.210528 | dt 236ms | tok/sec 555,289 | mfu 11.8% | epoch 1    
    step 0425/1160 | LR_MULT 0.151996 | loss 3.254999 | avg3 3.215517 | dt 234ms | tok/sec 560,747 | mfu 11.9% | epoch 1    
    step 0426/1160 | LR_MULT 0.151996 | loss 3.196817 | avg3 3.200934 | dt 234ms | tok/sec 560,736 | mfu 11.9% | epoch 1    
    step 0427/1160 | LR_MULT 0.151996 | loss 3.284794 | avg3 3.245537 | dt 234ms | tok/sec 560,686 | mfu 11.9% | epoch 1    
    step 0428/1160 | LR_MULT 0.151996 | loss 3.296457 | avg3 3.259356 | dt 234ms | tok/sec 559,085 | mfu 11.9% | epoch 1    
    step 0429/1160 | LR_MULT 0.151996 | loss 3.288980 | avg3 3.290077 | dt 236ms | tok/sec 555,588 | mfu 11.8% | epoch 1    
    step 0430/1160 | LR_MULT 0.151996 | loss 3.238101 | avg3 3.274513 | dt 234ms | tok/sec 560,544 | mfu 11.9% | epoch 1    
    step 0431/1160 | LR_MULT 0.151996 | loss 3.201761 | avg3 3.242947 | dt 234ms | tok/sec 559,662 | mfu 11.9% | epoch 1    
    step 0432/1160 | LR_MULT 0.151996 | loss 3.192427 | avg3 3.210763 | dt 234ms | tok/sec 559,195 | mfu 11.9% | epoch 1    
    step 0433/1160 | LR_MULT 0.151996 | loss 3.228992 | avg3 3.207727 | dt 235ms | tok/sec 556,975 | mfu 11.9% | epoch 1    
    step 0434/1160 | LR_MULT 0.151996 | loss 3.235715 | avg3 3.219045 | dt 236ms | tok/sec 555,638 | mfu 11.8% | epoch 1    
    step 0435/1160 | LR_MULT 0.151996 | loss 3.210149 | avg3 3.224952 | dt 234ms | tok/sec 560,040 | mfu 11.9% | epoch 1    
    step 0436/1160 | LR_MULT 0.151996 | loss 3.178460 | avg3 3.208108 | dt 235ms | tok/sec 558,017 | mfu 11.9% | epoch 1    
    step 0437/1160 | LR_MULT 0.151996 | loss 3.154284 | avg3 3.180964 | dt 234ms | tok/sec 560,969 | mfu 11.9% | epoch 1    
    step 0438/1160 | LR_MULT 0.151996 | loss 3.245661 | avg3 3.192802 | dt 236ms | tok/sec 554,419 | mfu 11.8% | epoch 1    
    step 0439/1160 | LR_MULT 0.151996 | loss 3.205948 | avg3 3.201964 | dt 235ms | tok/sec 558,849 | mfu 11.9% | epoch 1    
    step 0440/1160 | LR_MULT 0.151996 | loss 3.212539 | avg3 3.221383 | dt 234ms | tok/sec 561,103 | mfu 12.0% | epoch 1    
    cooldown scoring | steps 441-460 | base LR_MULT=0.151996

    step 0441/460 | LR_MULT 0.144397 | loss 3.245243 | avg3 3.245243 | dt 229ms | tok/sec 572,081 | mfu 12.2% | epoch 1    
    step 0442/460 | LR_MULT 0.136797 | loss 3.267310 | avg3 3.256276 | dt 233ms | tok/sec 562,677 | mfu 12.0% | epoch 1    
    step 0443/460 | LR_MULT 0.129197 | loss 3.194754 | avg3 3.235769 | dt 233ms | tok/sec 563,421 | mfu 12.0% | epoch 1    
    step 0444/460 | LR_MULT 0.121597 | loss 3.231846 | avg3 3.231303 | dt 237ms | tok/sec 553,324 | mfu 11.8% | epoch 1    
    step 0445/460 | LR_MULT 0.113997 | loss 3.204138 | avg3 3.210246 | dt 233ms | tok/sec 561,899 | mfu 12.0% | epoch 1    
    step 0446/460 | LR_MULT 0.106398 | loss 3.175512 | avg3 3.203832 | dt 235ms | tok/sec 557,920 | mfu 11.9% | epoch 1    
    step 0447/460 | LR_MULT 0.0987977 | loss 3.247910 | avg3 3.209186 | dt 233ms | tok/sec 561,813 | mfu 12.0% | epoch 1    
    step 0448/460 | LR_MULT 0.0911979 | loss 3.246209 | avg3 3.223210 | dt 234ms | tok/sec 561,194 | mfu 12.0% | epoch 1    
    step 0449/460 | LR_MULT 0.0835981 | loss 3.256571 | avg3 3.250230 | dt 235ms | tok/sec 557,630 | mfu 11.9% | epoch 1    
    step 0450/460 | LR_MULT 0.0759982 | loss 3.270835 | avg3 3.257872 | dt 235ms | tok/sec 557,061 | mfu 11.9% | epoch 1    
    step 0451/460 | LR_MULT 0.0683984 | loss 3.204883 | avg3 3.244096 | dt 234ms | tok/sec 559,317 | mfu 11.9% | epoch 1    
    step 0452/460 | LR_MULT 0.0607986 | loss 3.305702 | avg3 3.260473 | dt 234ms | tok/sec 560,983 | mfu 11.9% | epoch 1    
    step 0453/460 | LR_MULT 0.0531988 | loss 3.265929 | avg3 3.258838 | dt 234ms | tok/sec 561,325 | mfu 12.0% | epoch 1    
    step 0454/460 | LR_MULT 0.0455989 | loss 3.174878 | avg3 3.248836 | dt 234ms | tok/sec 560,692 | mfu 11.9% | epoch 1    
    step 0455/460 | LR_MULT 0.0379991 | loss 3.200722 | avg3 3.213843 | dt 235ms | tok/sec 556,896 | mfu 11.9% | epoch 1    
    step 0456/460 | LR_MULT 0.0303993 | loss 3.243789 | avg3 3.206463 | dt 234ms | tok/sec 560,833 | mfu 11.9% | epoch 1    
    step 0457/460 | LR_MULT 0.0227995 | loss 3.286002 | avg3 3.243504 | dt 236ms | tok/sec 554,616 | mfu 11.8% | epoch 1    
    step 0458/460 | LR_MULT 0.0151996 | loss 3.182151 | avg3 3.237314 | dt 234ms | tok/sec 560,587 | mfu 11.9% | epoch 1    
    step 0459/460 | LR_MULT 0.00759982 | loss 3.230889 | avg3 3.233014 | dt 235ms | tok/sec 558,491 | mfu 11.9% | epoch 1    
    step 0460/460 | LR_MULT 0 | loss 3.242533 | avg3 3.218524 | dt 235ms | tok/sec 558,940 | mfu 11.9% | epoch 1    
    avg_loss=3.218524 | discarded
  survivors:
    #1: avg_loss=3.217536, LR_MULT=0.101331, path=round_22_cand_001_step_0440_lr_0.10133099.pt
---
Round 23/58: fixed steps 441-460, cooldown scoring steps 461-480
  candidate 1/3 | parent_step=440 | LR_MULT=0.0810648

    step 0441/1160 | LR_MULT 0.0810648 | loss 3.231133 | avg3 3.231133 | dt 272ms | tok/sec 481,623 | mfu 10.3% | epoch 1    
    step 0442/1160 | LR_MULT 0.0810648 | loss 3.247624 | avg3 3.239379 | dt 232ms | tok/sec 563,904 | mfu 12.0% | epoch 1    
    step 0443/1160 | LR_MULT 0.0810648 | loss 3.203649 | avg3 3.227469 | dt 231ms | tok/sec 566,716 | mfu 12.1% | epoch 1    
    step 0444/1160 | LR_MULT 0.0810648 | loss 3.324840 | avg3 3.258705 | dt 235ms | tok/sec 558,114 | mfu 11.9% | epoch 1    
    step 0445/1160 | LR_MULT 0.0810648 | loss 3.219572 | avg3 3.249354 | dt 233ms | tok/sec 562,403 | mfu 12.0% | epoch 1    
    step 0446/1160 | LR_MULT 0.0810648 | loss 3.271311 | avg3 3.271908 | dt 233ms | tok/sec 561,621 | mfu 12.0% | epoch 1    
    step 0447/1160 | LR_MULT 0.0810648 | loss 3.279675 | avg3 3.256853 | dt 234ms | tok/sec 560,221 | mfu 11.9% | epoch 1    
    step 0448/1160 | LR_MULT 0.0810648 | loss 3.255237 | avg3 3.268741 | dt 234ms | tok/sec 560,342 | mfu 11.9% | epoch 1    
    step 0449/1160 | LR_MULT 0.0810648 | loss 3.148302 | avg3 3.227738 | dt 232ms | tok/sec 563,901 | mfu 12.0% | epoch 1    
    step 0450/1160 | LR_MULT 0.0810648 | loss 3.128616 | avg3 3.177385 | dt 234ms | tok/sec 560,010 | mfu 11.9% | epoch 1    
    step 0451/1160 | LR_MULT 0.0810648 | loss 3.216077 | avg3 3.164331 | dt 233ms | tok/sec 561,457 | mfu 12.0% | epoch 1    
    step 0452/1160 | LR_MULT 0.0810648 | loss 3.205557 | avg3 3.183416 | dt 234ms | tok/sec 561,309 | mfu 12.0% | epoch 1    
    step 0453/1160 | LR_MULT 0.0810648 | loss 3.167954 | avg3 3.196529 | dt 234ms | tok/sec 559,539 | mfu 11.9% | epoch 1    
    step 0454/1160 | LR_MULT 0.0810648 | loss 3.244820 | avg3 3.206110 | dt 234ms | tok/sec 561,199 | mfu 12.0% | epoch 1    
    step 0455/1160 | LR_MULT 0.0810648 | loss 3.257298 | avg3 3.223357 | dt 235ms | tok/sec 558,692 | mfu 11.9% | epoch 1    
    step 0456/1160 | LR_MULT 0.0810648 | loss 3.245845 | avg3 3.249321 | dt 234ms | tok/sec 559,496 | mfu 11.9% | epoch 1    
    step 0457/1160 | LR_MULT 0.0810648 | loss 3.204839 | avg3 3.235994 | dt 233ms | tok/sec 563,512 | mfu 12.0% | epoch 1    
    step 0458/1160 | LR_MULT 0.0810648 | loss 3.233702 | avg3 3.228129 | dt 235ms | tok/sec 558,203 | mfu 11.9% | epoch 1    
    step 0459/1160 | LR_MULT 0.0810648 | loss 3.267420 | avg3 3.235321 | dt 233ms | tok/sec 561,568 | mfu 12.0% | epoch 1    
    step 0460/1160 | LR_MULT 0.0810648 | loss 3.191764 | avg3 3.230962 | dt 235ms | tok/sec 557,970 | mfu 11.9% | epoch 1    
    cooldown scoring | steps 461-480 | base LR_MULT=0.0810648

    step 0461/480 | LR_MULT 0.0770116 | loss 3.274136 | avg3 3.274136 | dt 229ms | tok/sec 572,920 | mfu 12.2% | epoch 1    
    step 0462/480 | LR_MULT 0.0729583 | loss 3.199545 | avg3 3.236841 | dt 232ms | tok/sec 565,244 | mfu 12.0% | epoch 1    
    step 0463/480 | LR_MULT 0.0689051 | loss 3.289268 | avg3 3.254317 | dt 233ms | tok/sec 562,907 | mfu 12.0% | epoch 1    
    step 0464/480 | LR_MULT 0.0648518 | loss 3.191005 | avg3 3.226606 | dt 237ms | tok/sec 553,264 | mfu 11.8% | epoch 1    
    step 0465/480 | LR_MULT 0.0607986 | loss 3.289394 | avg3 3.256556 | dt 234ms | tok/sec 559,210 | mfu 11.9% | epoch 1    
    step 0466/480 | LR_MULT 0.0567454 | loss 3.239145 | avg3 3.239848 | dt 233ms | tok/sec 563,529 | mfu 12.0% | epoch 1    
    step 0467/480 | LR_MULT 0.0526921 | loss 3.212647 | avg3 3.247062 | dt 234ms | tok/sec 560,977 | mfu 11.9% | epoch 1    
    step 0468/480 | LR_MULT 0.0486389 | loss 3.308665 | avg3 3.253486 | dt 233ms | tok/sec 562,327 | mfu 12.0% | epoch 1    
    step 0469/480 | LR_MULT 0.0445856 | loss 3.195478 | avg3 3.238930 | dt 234ms | tok/sec 560,470 | mfu 11.9% | epoch 1    
    step 0470/480 | LR_MULT 0.0405324 | loss 3.221934 | avg3 3.242026 | dt 234ms | tok/sec 560,830 | mfu 11.9% | epoch 1    
    step 0471/480 | LR_MULT 0.0364792 | loss 3.232760 | avg3 3.216724 | dt 234ms | tok/sec 559,303 | mfu 11.9% | epoch 1    
    step 0472/480 | LR_MULT 0.0324259 | loss 3.236303 | avg3 3.230333 | dt 234ms | tok/sec 559,886 | mfu 11.9% | epoch 1    
    step 0473/480 | LR_MULT 0.0283727 | loss 3.234960 | avg3 3.234674 | dt 233ms | tok/sec 562,205 | mfu 12.0% | epoch 1    
    step 0474/480 | LR_MULT 0.0243194 | loss 3.276730 | avg3 3.249331 | dt 234ms | tok/sec 561,018 | mfu 11.9% | epoch 1    
    step 0475/480 | LR_MULT 0.0202662 | loss 3.241196 | avg3 3.250962 | dt 235ms | tok/sec 558,852 | mfu 11.9% | epoch 1    
    step 0476/480 | LR_MULT 0.016213 | loss 3.206359 | avg3 3.241428 | dt 235ms | tok/sec 557,909 | mfu 11.9% | epoch 1    
    step 0477/480 | LR_MULT 0.0121597 | loss 3.216935 | avg3 3.221497 | dt 234ms | tok/sec 559,816 | mfu 11.9% | epoch 1    
    step 0478/480 | LR_MULT 0.00810648 | loss 3.254569 | avg3 3.225954 | dt 234ms | tok/sec 559,567 | mfu 11.9% | epoch 1    
    step 0479/480 | LR_MULT 0.00405324 | loss 3.168043 | avg3 3.213182 | dt 233ms | tok/sec 561,469 | mfu 12.0% | epoch 1    
    step 0480/480 | LR_MULT 0 | loss 3.268032 | avg3 3.230215 | dt 234ms | tok/sec 559,377 | mfu 11.9% | epoch 1    
    avg_loss=3.230215 | kept
  candidate 2/3 | parent_step=440 | LR_MULT=0.101331

    step 0441/1160 | LR_MULT 0.101331 | loss 3.231133 | avg3 3.231133 | dt 229ms | tok/sec 573,471 | mfu 12.2% | epoch 1    
    step 0442/1160 | LR_MULT 0.101331 | loss 3.247659 | avg3 3.239396 | dt 233ms | tok/sec 562,441 | mfu 12.0% | epoch 1    
    step 0443/1160 | LR_MULT 0.101331 | loss 3.203617 | avg3 3.227470 | dt 232ms | tok/sec 564,199 | mfu 12.0% | epoch 1    
    step 0444/1160 | LR_MULT 0.101331 | loss 3.324760 | avg3 3.258679 | dt 235ms | tok/sec 557,247 | mfu 11.9% | epoch 1    
    step 0445/1160 | LR_MULT 0.101331 | loss 3.219584 | avg3 3.249321 | dt 234ms | tok/sec 560,870 | mfu 11.9% | epoch 1    
    step 0446/1160 | LR_MULT 0.101331 | loss 3.271323 | avg3 3.271889 | dt 234ms | tok/sec 560,084 | mfu 11.9% | epoch 1    
    step 0447/1160 | LR_MULT 0.101331 | loss 3.279681 | avg3 3.256863 | dt 232ms | tok/sec 565,614 | mfu 12.0% | epoch 1    
    step 0448/1160 | LR_MULT 0.101331 | loss 3.255480 | avg3 3.268828 | dt 235ms | tok/sec 557,535 | mfu 11.9% | epoch 1    
    step 0449/1160 | LR_MULT 0.101331 | loss 3.148589 | avg3 3.227917 | dt 234ms | tok/sec 560,421 | mfu 11.9% | epoch 1    
    step 0450/1160 | LR_MULT 0.101331 | loss 3.128934 | avg3 3.177668 | dt 235ms | tok/sec 558,513 | mfu 11.9% | epoch 1    
    step 0451/1160 | LR_MULT 0.101331 | loss 3.216390 | avg3 3.164637 | dt 234ms | tok/sec 559,523 | mfu 11.9% | epoch 1    
    step 0452/1160 | LR_MULT 0.101331 | loss 3.206059 | avg3 3.183794 | dt 233ms | tok/sec 562,998 | mfu 12.0% | epoch 1    
    step 0453/1160 | LR_MULT 0.101331 | loss 3.168371 | avg3 3.196940 | dt 235ms | tok/sec 558,013 | mfu 11.9% | epoch 1    
    step 0454/1160 | LR_MULT 0.101331 | loss 3.245358 | avg3 3.206596 | dt 234ms | tok/sec 560,302 | mfu 11.9% | epoch 1    
    step 0455/1160 | LR_MULT 0.101331 | loss 3.257761 | avg3 3.223830 | dt 236ms | tok/sec 556,084 | mfu 11.8% | epoch 1    
    step 0456/1160 | LR_MULT 0.101331 | loss 3.246299 | avg3 3.249806 | dt 233ms | tok/sec 562,907 | mfu 12.0% | epoch 1    
    step 0457/1160 | LR_MULT 0.101331 | loss 3.205364 | avg3 3.236475 | dt 234ms | tok/sec 559,584 | mfu 11.9% | epoch 1    
    step 0458/1160 | LR_MULT 0.101331 | loss 3.234332 | avg3 3.228665 | dt 235ms | tok/sec 558,441 | mfu 11.9% | epoch 1    
    step 0459/1160 | LR_MULT 0.101331 | loss 3.267753 | avg3 3.235816 | dt 234ms | tok/sec 561,006 | mfu 11.9% | epoch 1    
    step 0460/1160 | LR_MULT 0.101331 | loss 3.192471 | avg3 3.231518 | dt 235ms | tok/sec 558,857 | mfu 11.9% | epoch 1    
    cooldown scoring | steps 461-480 | base LR_MULT=0.101331

    step 0461/480 | LR_MULT 0.0962644 | loss 3.274578 | avg3 3.274578 | dt 230ms | tok/sec 569,222 | mfu 12.1% | epoch 1    
    step 0462/480 | LR_MULT 0.0911979 | loss 3.199809 | avg3 3.237193 | dt 234ms | tok/sec 559,323 | mfu 11.9% | epoch 1    
    step 0463/480 | LR_MULT 0.0861313 | loss 3.289863 | avg3 3.254750 | dt 234ms | tok/sec 559,551 | mfu 11.9% | epoch 1    
    step 0464/480 | LR_MULT 0.0810648 | loss 3.191398 | avg3 3.227024 | dt 236ms | tok/sec 556,203 | mfu 11.8% | epoch 1    
    step 0465/480 | LR_MULT 0.0759982 | loss 3.289849 | avg3 3.257037 | dt 233ms | tok/sec 561,851 | mfu 12.0% | epoch 1    
    step 0466/480 | LR_MULT 0.0709317 | loss 3.239621 | avg3 3.240289 | dt 234ms | tok/sec 559,045 | mfu 11.9% | epoch 1    
    step 0467/480 | LR_MULT 0.0658651 | loss 3.212979 | avg3 3.247483 | dt 232ms | tok/sec 563,872 | mfu 12.0% | epoch 1    
    step 0468/480 | LR_MULT 0.0607986 | loss 3.309168 | avg3 3.253923 | dt 235ms | tok/sec 556,711 | mfu 11.9% | epoch 1    
    step 0469/480 | LR_MULT 0.055732 | loss 3.195784 | avg3 3.239311 | dt 235ms | tok/sec 558,505 | mfu 11.9% | epoch 1    
    step 0470/480 | LR_MULT 0.0506655 | loss 3.222109 | avg3 3.242354 | dt 235ms | tok/sec 557,624 | mfu 11.9% | epoch 1    
    step 0471/480 | LR_MULT 0.0455989 | loss 3.232842 | avg3 3.216912 | dt 235ms | tok/sec 556,648 | mfu 11.9% | epoch 1    
    step 0472/480 | LR_MULT 0.0405324 | loss 3.236405 | avg3 3.230452 | dt 234ms | tok/sec 559,565 | mfu 11.9% | epoch 1    
    step 0473/480 | LR_MULT 0.0354658 | loss 3.234824 | avg3 3.234691 | dt 235ms | tok/sec 558,137 | mfu 11.9% | epoch 1    
    step 0474/480 | LR_MULT 0.0303993 | loss 3.276497 | avg3 3.249242 | dt 235ms | tok/sec 557,557 | mfu 11.9% | epoch 1    
    step 0475/480 | LR_MULT 0.0253327 | loss 3.241032 | avg3 3.250784 | dt 234ms | tok/sec 560,744 | mfu 11.9% | epoch 1    
    step 0476/480 | LR_MULT 0.0202662 | loss 3.206252 | avg3 3.241261 | dt 236ms | tok/sec 555,776 | mfu 11.8% | epoch 1    
    step 0477/480 | LR_MULT 0.0151996 | loss 3.216795 | avg3 3.221360 | dt 234ms | tok/sec 560,324 | mfu 11.9% | epoch 1    
    step 0478/480 | LR_MULT 0.0101331 | loss 3.254419 | avg3 3.225822 | dt 234ms | tok/sec 560,184 | mfu 11.9% | epoch 1    
    step 0479/480 | LR_MULT 0.00506655 | loss 3.167934 | avg3 3.213050 | dt 233ms | tok/sec 561,523 | mfu 12.0% | epoch 1    
    step 0480/480 | LR_MULT 0 | loss 3.267816 | avg3 3.230057 | dt 235ms | tok/sec 557,760 | mfu 11.9% | epoch 1    
    avg_loss=3.230057 | kept
  candidate 3/3 | parent_step=440 | LR_MULT=0.121597

    step 0441/1160 | LR_MULT 0.121597 | loss 3.231133 | avg3 3.231133 | dt 229ms | tok/sec 572,763 | mfu 12.2% | epoch 1    
    step 0442/1160 | LR_MULT 0.121597 | loss 3.247629 | avg3 3.239381 | dt 233ms | tok/sec 563,051 | mfu 12.0% | epoch 1    
    step 0443/1160 | LR_MULT 0.121597 | loss 3.203698 | avg3 3.227486 | dt 234ms | tok/sec 560,844 | mfu 11.9% | epoch 1    
    step 0444/1160 | LR_MULT 0.121597 | loss 3.324796 | avg3 3.258707 | dt 236ms | tok/sec 554,536 | mfu 11.8% | epoch 1    
    step 0445/1160 | LR_MULT 0.121597 | loss 3.219746 | avg3 3.249413 | dt 235ms | tok/sec 557,349 | mfu 11.9% | epoch 1    
    step 0446/1160 | LR_MULT 0.121597 | loss 3.271682 | avg3 3.272075 | dt 233ms | tok/sec 561,637 | mfu 12.0% | epoch 1    
    step 0447/1160 | LR_MULT 0.121597 | loss 3.280035 | avg3 3.257155 | dt 234ms | tok/sec 560,556 | mfu 11.9% | epoch 1    
    step 0448/1160 | LR_MULT 0.121597 | loss 3.256037 | avg3 3.269252 | dt 233ms | tok/sec 561,836 | mfu 12.0% | epoch 1    
    step 0449/1160 | LR_MULT 0.121597 | loss 3.149202 | avg3 3.228425 | dt 235ms | tok/sec 558,118 | mfu 11.9% | epoch 1    
    step 0450/1160 | LR_MULT 0.121597 | loss 3.129453 | avg3 3.178231 | dt 235ms | tok/sec 556,819 | mfu 11.9% | epoch 1    
    step 0451/1160 | LR_MULT 0.121597 | loss 3.217095 | avg3 3.165250 | dt 234ms | tok/sec 560,832 | mfu 11.9% | epoch 1    
    step 0452/1160 | LR_MULT 0.121597 | loss 3.206720 | avg3 3.184422 | dt 235ms | tok/sec 557,992 | mfu 11.9% | epoch 1    
    step 0453/1160 | LR_MULT 0.121597 | loss 3.169200 | avg3 3.197672 | dt 233ms | tok/sec 562,468 | mfu 12.0% | epoch 1    
    step 0454/1160 | LR_MULT 0.121597 | loss 3.246135 | avg3 3.207352 | dt 235ms | tok/sec 558,000 | mfu 11.9% | epoch 1    
    step 0455/1160 | LR_MULT 0.121597 | loss 3.258581 | avg3 3.224639 | dt 236ms | tok/sec 554,914 | mfu 11.8% | epoch 1    
    step 0456/1160 | LR_MULT 0.121597 | loss 3.247285 | avg3 3.250667 | dt 232ms | tok/sec 563,875 | mfu 12.0% | epoch 1    
    step 0457/1160 | LR_MULT 0.121597 | loss 3.206219 | avg3 3.237362 | dt 235ms | tok/sec 556,985 | mfu 11.9% | epoch 1    
    step 0458/1160 | LR_MULT 0.121597 | loss 3.235322 | avg3 3.229609 | dt 234ms | tok/sec 561,078 | mfu 12.0% | epoch 1    
    step 0459/1160 | LR_MULT 0.121597 | loss 3.268561 | avg3 3.236701 | dt 236ms | tok/sec 556,221 | mfu 11.8% | epoch 1    
    step 0460/1160 | LR_MULT 0.121597 | loss 3.193583 | avg3 3.232489 | dt 235ms | tok/sec 558,607 | mfu 11.9% | epoch 1    
    cooldown scoring | steps 461-480 | base LR_MULT=0.121597

    step 0461/480 | LR_MULT 0.115517 | loss 3.275501 | avg3 3.275501 | dt 230ms | tok/sec 570,042 | mfu 12.1% | epoch 1    
    step 0462/480 | LR_MULT 0.109437 | loss 3.200720 | avg3 3.238110 | dt 234ms | tok/sec 561,167 | mfu 12.0% | epoch 1    
    step 0463/480 | LR_MULT 0.103358 | loss 3.290955 | avg3 3.255725 | dt 234ms | tok/sec 559,108 | mfu 11.9% | epoch 1    
    step 0464/480 | LR_MULT 0.0972778 | loss 3.192570 | avg3 3.228082 | dt 236ms | tok/sec 555,936 | mfu 11.8% | epoch 1    
    step 0465/480 | LR_MULT 0.0911979 | loss 3.290832 | avg3 3.258119 | dt 234ms | tok/sec 560,125 | mfu 11.9% | epoch 1    
    step 0466/480 | LR_MULT 0.085118 | loss 3.240536 | avg3 3.241313 | dt 235ms | tok/sec 558,934 | mfu 11.9% | epoch 1    
    step 0467/480 | LR_MULT 0.0790382 | loss 3.213800 | avg3 3.248389 | dt 233ms | tok/sec 563,367 | mfu 12.0% | epoch 1    
    step 0468/480 | LR_MULT 0.0729583 | loss 3.310099 | avg3 3.254812 | dt 236ms | tok/sec 556,114 | mfu 11.8% | epoch 1    
    step 0469/480 | LR_MULT 0.0668785 | loss 3.196724 | avg3 3.240208 | dt 236ms | tok/sec 556,554 | mfu 11.9% | epoch 1    
    step 0470/480 | LR_MULT 0.0607986 | loss 3.222768 | avg3 3.243197 | dt 233ms | tok/sec 562,281 | mfu 12.0% | epoch 1    
    step 0471/480 | LR_MULT 0.0547187 | loss 3.233375 | avg3 3.217622 | dt 235ms | tok/sec 556,957 | mfu 11.9% | epoch 1    
    step 0472/480 | LR_MULT 0.0486389 | loss 3.237092 | avg3 3.231078 | dt 234ms | tok/sec 561,167 | mfu 12.0% | epoch 1    
    step 0473/480 | LR_MULT 0.042559 | loss 3.235331 | avg3 3.235266 | dt 235ms | tok/sec 557,790 | mfu 11.9% | epoch 1    
    step 0474/480 | LR_MULT 0.0364792 | loss 3.276875 | avg3 3.249766 | dt 235ms | tok/sec 558,395 | mfu 11.9% | epoch 1    
    step 0475/480 | LR_MULT 0.0303993 | loss 3.241363 | avg3 3.251190 | dt 234ms | tok/sec 559,336 | mfu 11.9% | epoch 1    
    step 0476/480 | LR_MULT 0.0243194 | loss 3.206802 | avg3 3.241680 | dt 235ms | tok/sec 557,063 | mfu 11.9% | epoch 1    
    step 0477/480 | LR_MULT 0.0182396 | loss 3.217148 | avg3 3.221771 | dt 235ms | tok/sec 557,837 | mfu 11.9% | epoch 1    
    step 0478/480 | LR_MULT 0.0121597 | loss 3.254719 | avg3 3.226223 | dt 236ms | tok/sec 555,497 | mfu 11.8% | epoch 1    
    step 0479/480 | LR_MULT 0.00607986 | loss 3.168154 | avg3 3.213340 | dt 235ms | tok/sec 557,301 | mfu 11.9% | epoch 1    
    step 0480/480 | LR_MULT 0 | loss 3.268108 | avg3 3.230327 | dt 234ms | tok/sec 561,104 | mfu 12.0% | epoch 1    
    avg_loss=3.230327 | discarded
  survivors:
    #1: avg_loss=3.230057, LR_MULT=0.101331, path=round_23_cand_002_step_0460_lr_0.10133099.pt
---
Round 24/58: fixed steps 461-480, cooldown scoring steps 481-500
  candidate 1/3 | parent_step=460 | LR_MULT=0.0810648

    step 0461/1160 | LR_MULT 0.0810648 | loss 3.245452 | avg3 3.245452 | dt 292ms | tok/sec 449,137 | mfu 9.6% | epoch 1    
    step 0462/1160 | LR_MULT 0.0810648 | loss 3.235363 | avg3 3.240407 | dt 232ms | tok/sec 565,163 | mfu 12.0% | epoch 1    
    step 0463/1160 | LR_MULT 0.0810648 | loss 3.292607 | avg3 3.257807 | dt 231ms | tok/sec 566,307 | mfu 12.1% | epoch 1    
    step 0464/1160 | LR_MULT 0.0810648 | loss 3.230595 | avg3 3.252855 | dt 232ms | tok/sec 564,272 | mfu 12.0% | epoch 1    
